contact_id,cohort,applicant_status,children,computer_availability,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,ethnicity_simplified,month,weekday
52,2020 Fall - Ogden,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Some College No Degree,,,Hispanic or Latina,2021-01-10 11:14:00,2021,Hispanic or Latina,1,6
53,Dead Lead,Dead lead,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2021-01-10 11:18:00,2021,Hispanic or Latina,1,6
54,2020 Fall - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$150k - $200k,Bachelor's Degree,,,White,2021-01-10 13:08:00,2021,White,1,6
55,Dead Lead,Declined Attending,4.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Separated,$100k - $150k,Bachelor's Degree,,,White,2021-01-10 14:38:00,2021,White,1,6
56,2020 Fall - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Separated,$35k - $50k,Some College No Degree,,,White,2021-01-11 00:49:00,2021,White,1,0
57,Dead Lead,Dead lead,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,High School Diploma,,,Would prefer not to answer,2021-01-11 05:48:00,2021,Would prefer not to answer,1,0
58,Dead Lead,Non-responsive,,Laptop (Mac),,I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,Asian,2021-01-11 10:57:00,2021,Asian,1,0
59,Dead Lead,Non-responsive,2.0,I do not own a laptop,,I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,American Indian or Alaska Native,2021-01-11 16:06:00,2021,American Indian or Alaska Native,1,0
60,2020 Fall - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Graduate or Professional Degree,,,Native Hawaiian or Other Pacific Islander,2021-01-14 21:15:00,2021,Native Hawaiian or Other Pacific Islander,1,3
61,2020 Fall - Ogden,Assigned Cohort,4.0,Laptop (PC),,,Married,$75k - $100k,Certificate,,,White,2021-01-15 11:00:00,2021,White,1,4
62,Dead Lead,Dead lead,3.0,Laptop (PC),,I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,checked,,White,2021-01-15 17:08:00,2021,White,1,4
63,2020 Fall - Ogden,Assigned Cohort,3.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$25k - $35k,Associates Degree,,,Hispanic or Latina,2021-01-17 21:32:00,2021,Hispanic or Latina,1,6
64,2020 Fall - Ogden,Assigned Cohort,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Some College No Degree,,,White,2021-01-19 08:53:00,2021,White,1,1
65,2020 Fall - Ogden,Assigned Cohort,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,,,White,2021-01-23 10:50:00,2021,White,1,5
66,2021 Fall - Tech-Moms Ogden,Assigned Cohort,5.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,,,Hispanic or Latina,2021-01-24 15:59:00,2021,Hispanic or Latina,1,6
67,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Some College No Degree,,,White,2021-01-26 09:48:00,2021,White,1,1
68,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,,,Asian,2021-01-28 13:46:00,2021,Asian,1,3
69,Dead Lead,Dead lead,3.0,I do not own a laptop,,I do not currently work outside the home.,Separated,$50k - $75k,Some College No Degree,,,White,2021-02-01 18:07:00,2021,White,2,0
70,Dead Lead,Dead lead,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,Some College No Degree,,,White,2021-02-02 10:54:00,2021,White,2,1
71,2021 Fall - Tech-Moms Ogden,Assigned Cohort,3.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2021-02-04 15:49:00,2021,Hispanic or Latina,2,3
72,2021 Fall - Tech-Moms Ogden,Assigned Cohort,3.0,Laptop (Mac),,,Married,$100k - $150k,Bachelor's Degree,,,White,2021-02-10 20:39:00,2021,White,2,2
73,Dead Lead,Declined Attending,3.0,Laptop (PC),Employed part-time (under 20 hrs),$25K-$35K,Married,$50k - $75k,Bachelor's Degree,,,Hispanic or Latina,2021-02-10 21:27:00,2021,Hispanic or Latina,2,2
74,Dead Lead,Dead lead,3.0,Laptop (PC),,,Single,<$15k,High School Diploma,,,White,2021-02-10 23:54:00,2021,White,2,2
75,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Bachelor's Degree,,,White,2021-02-11 09:28:00,2021,White,2,3
76,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,High School Diploma,,,Native Hawaiian or Other Pacific Islander,2021-02-13 23:06:00,2021,Native Hawaiian or Other Pacific Islander,2,5
77,Dead Lead,Dead lead,,Laptop (PC),,,Separated,<$15k,High School Diploma,,,White,2021-02-14 07:01:00,2021,White,2,6
78,Dead Lead,Dead lead,2.0,Laptop (Mac),,I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2021-02-15 13:13:00,2021,"""Some other race, ethnicity, or origin""",2,0
79,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Laptop (PC),,$25K-$35K,Single,$35k - $50k,Bachelor's Degree,,,White,2021-02-17 10:27:00,2021,White,2,2
80,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,,,"Hispanic or Latina,White",2021-02-25 14:07:00,2021,"Hispanic or Latina,White",2,3
81,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,,,,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-07 13:07:00,2021,White,3,6
82,Dead Lead,Dead lead,1.0,,Employed full-time (35 hrs+),$25K-$35K,Separated,$25k - $35k,Bachelor's Degree,,,Black or African American,2021-03-09 11:53:00,2021,Black or African American,3,1
83,Dead Lead,Dead lead,2.0,,Employed part-time (under 20 hrs),$25K-$35K,Domestic Partnership,$100k - $150k,Associates Degree,,,White,2021-03-11 21:12:00,2021,White,3,3
84,Dead Lead,Dead lead,4.0,,,I do not currently work outside the home.,Married,$250k+,Graduate or Professional Degree,,,White,2021-03-12 11:40:00,2021,White,3,4
85,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed full-time (35 hrs+),$15K-$25K,Married,$35k - $50k,Some College No Degree,,,Hispanic or Latina,2021-03-12 20:06:00,2021,Hispanic or Latina,3,4
86,Dead Lead,Non-responsive,,,,I do not currently work outside the home.,Single,$15k - $25k,Associates Degree,,,White,2021-03-13 09:58:00,2021,White,3,5
87,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Certificate,,,Hispanic or Latina,2021-03-13 11:53:00,2021,Hispanic or Latina,3,5
88,Dead Lead,Dead lead,2.0,Laptop (PC),,,Married,$100k - $150k,Some College No Degree,,,Hispanic or Latina,2021-03-13 11:53:00,2021,Hispanic or Latina,3,5
89,Dead Lead,Dead lead,1.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Domestic Partnership,$75k - $100k,Bachelor's Degree,,,,2021-03-13 11:53:00,2021,Other,3,5
90,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$25k - $35k,Some College No Degree,,,White,2021-03-14 18:34:00,2021,White,3,6
91,Dead Lead,Dead lead,3.0,,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Graduate or Professional Degree,,,White,2021-03-15 14:19:00,2021,White,3,0
92,Dead Lead,Non-responsive,1.0,,,I do not currently work outside the home.,Married,$15k - $25k,Bachelor's Degree,,,,2021-03-16 21:58:00,2021,Other,3,1
93,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,,Employed part-time (under 20 hrs),<$15K,Separated,<$15k,Bachelor's Degree,,,White,2021-03-18 12:31:00,2021,White,3,3
94,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Some College No Degree,,,"Black or African American,Native Hawaiian or Other Pacific Islander",2021-03-19 00:59:00,2021,Other,3,4
95,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,,Employed full-time (35 hrs+),,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-20 06:14:00,2021,White,3,5
96,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,Bachelor's Degree,,,White,2021-03-20 07:46:00,2021,White,3,5
97,Dead Lead,Declined Attending,3.0,,Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,High School Diploma,,,White,2021-03-20 10:01:00,2021,White,3,5
98,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,,,,2021-03-20 12:26:00,2021,Other,3,5
99,Dead Lead,Non-responsive,4.0,,,I do not currently work outside the home.,Domestic Partnership,$35k - $50k,Some College No Degree,,,White,2021-03-20 12:31:00,2021,White,3,5
100,Dead Lead,Declined Attending,3.0,,Employed almost full-time (up to 35 hrs),<$15K,Married,$15k - $25k,Associates Degree,,,,2021-03-20 12:55:00,2021,Other,3,5
101,2021 Fall - Tech-Moms Ogden,Assigned Cohort,,,,,Married,$50k - $75k,Graduate or Professional Degree,,,,2021-03-20 13:19:00,2021,Other,3,5
102,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,,,I do not currently work outside the home.,Married,<$15k,Graduate or Professional Degree,,,Asian,2021-03-20 14:23:00,2021,Asian,3,5
103,Dead Lead,Declined Attending,,,Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,Doctoral Degree,,,White,2021-03-20 14:52:00,2021,White,3,5
104,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,,,I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,White,2021-03-20 15:28:00,2021,White,3,5
105,Dead Lead,Non-responsive,1.0,,,,Single,<$15k,High School Diploma,,,,2021-03-20 15:54:00,2021,Other,3,5
106,Dead Lead,Declined Attending,2.0,,,,Married,$50k - $75k,Bachelor's Degree,,,White,2021-03-20 18:06:00,2021,White,3,5
107,Dead Lead,Dead lead,3.0,,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-20 18:28:00,2021,White,3,5
108,Dead Lead,Declined Attending,1.0,,,,Single,$25k - $35k,Associates Degree,,,White,2021-03-20 22:29:00,2021,White,3,5
109,Dead Lead,Non-responsive,5.0,,,$50K-$75K,Married,$100k - $150k,Bachelor's Degree,,,White,2021-03-20 23:45:00,2021,White,3,5
110,Dead Lead,Declined Attending,2.0,,,,Married,$75k - $100k,Graduate or Professional Degree,,,White,2021-03-21 08:01:00,2021,White,3,6
111,Dead Lead,Deferred Application,1.0,,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Associates Degree,,,Black or African American,2021-03-21 13:59:00,2021,Black or African American,3,6
112,2021 Fall - Tech-Moms Ogden,Assigned Cohort,4.0,,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2021-03-21 14:14:00,2021,Hispanic or Latina,3,6
113,Dead Lead,Declined Attending,2.0,,,I do not currently work outside the home.,Separated,$25k - $35k,Graduate or Professional Degree,,,White,2021-03-21 18:13:00,2021,White,3,6
114,Dead Lead,Deferred Application,1.0,,Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-21 19:37:00,2021,White,3,6
115,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Laptop (Mac),,I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,,,White,2021-03-21 21:42:00,2021,White,3,6
116,2021 Fall - Tech-Moms SLC,Assigned Cohort,1.0,,,I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,,,White,2021-03-21 22:04:00,2021,White,3,6
117,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,,,Native Hawaiian or Other Pacific Islander,2021-03-22 04:53:00,2021,Native Hawaiian or Other Pacific Islander,3,0
118,Dead Lead,Non-responsive,3.0,,,,Single,$50k - $75k,Associates Degree,,,White,2021-03-22 07:14:00,2021,White,3,0
119,Dead Lead,Non-responsive,1.0,,,,Single,<$15k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2021-03-22 11:43:00,2021,"""Some other race, ethnicity, or origin""",3,0
120,Dead Lead,Dead lead,2.0,,Employed part-time (under 20 hrs),$35K-$50K,Married,$50k - $75k,Associates Degree,,,Hispanic or Latina,2021-03-22 13:18:00,2021,Hispanic or Latina,3,0
121,2021 Fall - Tech-Moms SLC,Assigned Cohort,5.0,I do not own a laptop,,I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,,,White,2021-03-22 16:18:00,2021,White,3,0
122,Dead Lead,Dead lead,3.0,,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Bachelor's Degree,,,White,2021-03-22 16:34:00,2021,White,3,0
123,Dead Lead,Non-responsive,1.0,,,I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,White,2021-03-22 16:39:00,2021,White,3,0
124,Dead Lead,Non-responsive,1.0,,,,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-22 17:58:00,2021,White,3,0
125,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,High School Diploma,,,,2021-03-22 23:41:00,2021,Other,3,0
126,Dead Lead,Declined Attending,,,Employed almost full-time (up to 35 hrs),$75K-$100K,Single,$75k - $100k,Associates Degree,,,White,2021-03-23 06:06:00,2021,White,3,1
127,2021 Fall - Tech-Moms SLC,Assigned Cohort,2.0,,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Certificate,,,Hispanic or Latina,2021-03-23 14:41:00,2021,Hispanic or Latina,3,1
128,Dead Lead,Dead lead,2.0,,,,Single,$50k - $75k,Certificate,,,Hispanic or Latina,2021-03-23 14:41:00,2021,Hispanic or Latina,3,1
129,2021 Fall - Tech-Moms SLC,Assigned Cohort,,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Domestic Partnership,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2021-03-23 14:41:00,2021,Hispanic or Latina,3,1
131,Dead Lead,Dead lead,3.0,,,,Married,<$15k,Graduate or Professional Degree,,,Hispanic or Latina,2021-03-23 14:41:00,2021,Hispanic or Latina,3,1
132,Dead Lead,Declined Attending,2.0,,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Graduate or Professional Degree,,,White,2021-03-24 22:32:00,2021,White,3,2
133,2021 Fall - Tech-Moms SLC,Assigned Cohort,1.0,,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,,,White,2021-03-24 23:33:00,2021,White,3,2
134,2021 Fall - Tech-Moms SLC,Assigned Cohort,3.0,,,,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-25 07:26:00,2021,White,3,3
135,Dead Lead,Non-responsive,2.0,,,I do not currently work outside the home.,Single,<$15k,Certificate,,,Would prefer not to answer,2021-03-25 08:56:00,2021,Would prefer not to answer,3,3
136,Dead Lead,Declined Attending,1.0,,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$75k - $100k,Graduate or Professional Degree,,,White,2021-03-25 14:29:00,2021,White,3,3
137,Dead Lead,Non-responsive,,,Employed full-time (35 hrs+),,Married,$150k - $200k,Graduate or Professional Degree,,,,2021-03-25 15:04:00,2021,Other,3,3
138,Dead Lead,Non-responsive,2.0,,,I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2021-03-25 17:00:00,2021,White,3,3
139,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$35k - $50k,Some College No Degree,,,Native Hawaiian or Other Pacific Islander,2021-03-25 20:36:00,2021,Native Hawaiian or Other Pacific Islander,3,3
140,2021 Fall - Tech-Moms SLC,Assigned Cohort,2.0,,Employed almost full-time (up to 35 hrs),$50K-$75K,Married,$100k - $150k,Graduate or Professional Degree,,,Hispanic or Latina,2021-03-26 07:55:00,2021,Hispanic or Latina,3,4
141,Dead Lead,Non-responsive,3.0,,,,Married,$75k - $100k,Some College No Degree,,,White,2021-03-26 18:50:00,2021,White,3,4
142,2021 Fall - Tech-Moms SLC,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),,Married,$100k - $150k,Graduate or Professional Degree,,,White,2021-03-26 20:48:00,2021,White,3,4
143,Dead Lead,Non-responsive,2.0,,,,Married,$200k - $250k,Graduate or Professional Degree,,,,2021-03-27 13:09:00,2021,Other,3,5
144,Dead Lead,Non-responsive,2.0,,,,Married,$50k - $75k,Bachelor's Degree,,,White,2021-03-29 10:06:00,2021,White,3,0
145,Dead Lead,Dead lead,2.0,,,I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,,2021-03-29 14:39:00,2021,Other,3,0
146,Dead Lead,Declined Attending,1.0,,,,Married,$100k - $150k,Bachelor's Degree,,,White,2021-03-29 17:25:00,2021,White,3,0
147,2021 Fall - Tech-Moms SLC,Assigned Cohort,,,Employed full-time (35 hrs+),$15K-$25K,Married,$35k - $50k,High School Diploma,,,Hispanic or Latina,2021-03-30 08:49:00,2021,Hispanic or Latina,3,1
148,2021 Fall - Tech-Moms SLC,Assigned Cohort,4.0,,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,,,White,2021-03-30 09:58:00,2021,White,3,1
149,Level 2 - Advanced Applicant,Assigned Cohort,,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$150k - $200k,Graduate or Professional Degree,,,Hispanic or Latina,2021-03-30 10:02:00,2021,Hispanic or Latina,3,1
150,2021 Fall - Tech-Moms SLC,Assigned Cohort,,,Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$75k - $100k,Graduate or Professional Degree,,,Hispanic or Latina,2021-03-30 11:21:00,2021,Hispanic or Latina,3,1
151,Dead Lead,Non-responsive,,,Employed part-time (under 20 hrs),<$15K,Married,$25k - $35k,Graduate or Professional Degree,,,Hispanic or Latina,2021-03-30 12:56:00,2021,Hispanic or Latina,3,1
152,Dead Lead,Non-responsive,2.0,,Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Graduate or Professional Degree,,,White,2021-03-30 20:34:00,2021,White,3,1
153,Dead Lead,Non-responsive,2.0,,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,High School Diploma,,,"""Some other race, ethnicity, or origin""",2021-03-30 21:33:00,2021,"""Some other race, ethnicity, or origin""",3,1
154,Dead Lead,Non-responsive,,,Employed full-time (35 hrs+),$50K-$75K,Married,$200k - $250k,Associates Degree,,,Hispanic or Latina,2021-03-31 06:50:00,2021,Hispanic or Latina,3,2
155,2021 Fall - Tech-Moms SLC,Assigned Cohort,4.0,Laptop (PC),"No, currently not employed outside the home",,Married,$75k - $100k,High School Diploma,,,White,2021-04-02 06:29:00,2021,White,4,4
156,Dead Lead,Non-responsive,1.0,,,I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,,,Black or African American,2021-04-03 05:17:00,2021,Black or African American,4,5
157,2021 Fall - Tech-Moms SLC,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,High School Diploma,,,White,2021-04-03 19:07:00,2021,White,4,5
158,Dead Lead,Non-responsive,1.0,,,I do not currently work outside the home.,Married,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
159,2021 Fall - Tech-Moms SLC,Assigned Cohort,1.0,,Employed almost full-time (up to 35 hrs),<$15K,Single,<$15k,Certificate,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
160,2021 Fall - Tech-Moms SLC,Assigned Cohort,2.0,,Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Certificate,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
161,2021 Fall - Tech-Moms SLC,Assigned Cohort,1.0,,,,Single,<$15k,Bachelor's Degree,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
162,Dead Lead,Dead lead,1.0,,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
163,Dead Lead,Declined Attending,2.0,,Employed almost full-time (up to 35 hrs),<$15K,Married,$35k - $50k,Associates Degree,,,Hispanic or Latina,2021-04-05 21:34:00,2021,Hispanic or Latina,4,0
164,Dead Lead,Declined Attending,,,Employed full-time (35 hrs+),$35K-$50K,Separated,$50k - $75k,Certificate,,,Hispanic or Latina,2021-04-07 09:53:00,2021,Hispanic or Latina,4,2
165,Dead Lead,Dead lead,,,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Associates Degree,,,Hispanic or Latina,2021-04-07 12:22:00,2021,Hispanic or Latina,4,2
166,Dead Lead,Non-responsive,3.0,,,I do not currently work outside the home.,Married,$100k - $150k,Associates Degree,,,White,2021-04-07 19:41:00,2021,White,4,2
167,2021 Fall - Tech-Moms SLC,Assigned Cohort,,,,I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,,,Hispanic or Latina,2021-04-08 12:35:00,2021,Hispanic or Latina,4,3
168,2021 Fall - Tech-Moms SLC,Assigned Cohort,,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$35k - $50k,Bachelor's Degree,,,Hispanic or Latina,2021-04-09 09:01:00,2021,Hispanic or Latina,4,4
169,Dead Lead,Non-responsive,,,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,,,Asian,2021-04-09 16:09:00,2021,Asian,4,4
170,2021 Fall - Tech-Moms UVU,Assigned Cohort,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Some College No Degree,,,White,2021-04-09 21:27:00,2021,White,4,4
171,Dead Lead,Declined Attending,4.0,,,$50K-$75K,Married,$100k - $150k,Doctoral Degree,,,,2021-04-10 12:25:00,2021,Other,4,5
172,Dead Lead,Non-responsive,3.0,,Employed full-time (35 hrs+),$25K-$35K,Separated,$75k - $100k,Some College No Degree,,,White,2021-04-11 22:02:00,2021,White,4,6
173,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$15K-$25K,Married,$15k - $25k,Certificate,,,Hispanic or Latina,2021-04-14 11:17:00,2021,Hispanic or Latina,4,2
174,2021 Fall - Tech-Moms UVU,Assigned Cohort,3.0,Laptop (Mac),,I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,Hispanic or Latina,2021-04-14 11:54:00,2021,Hispanic or Latina,4,2
175,Dead Lead,Dead lead,2.0,,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,Some College No Degree,,,White,2021-04-14 15:24:00,2021,White,4,2
176,2021 Fall - Tech-Moms UVU,Assigned Cohort,2.0,Laptop (PC),,,Married,$35k - $50k,Associates Degree,,,White,2021-04-14 18:51:00,2021,White,4,2
177,2021 Fall - Tech-Moms UVU,Assigned Cohort,4.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Married,$15k - $25k,Some College No Degree,,,White,2021-04-14 20:50:00,2021,White,4,2
178,Dead Lead,Declined Attending,2.0,,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,,,White,2021-04-15 11:17:00,2021,White,4,3
179,Dead Lead,Non-responsive,3.0,,Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,High School Diploma,,,White,2021-04-16 12:27:00,2021,White,4,4
180,Dead Lead,Non-responsive,1.0,,Employed full-time (35 hrs+),$25K-$35K,Separated,$25k - $35k,Certificate,,,,2021-04-16 20:54:00,2021,Other,4,4
181,Dead Lead,Non-responsive,3.0,,,$35K-$50K,Married,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2021-04-21 08:35:00,2021,Hispanic or Latina,4,2
182,Dead Lead,Non-responsive,,,Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$35k - $50k,Associates Degree,,,Hispanic or Latina,2021-04-23 16:44:00,2021,Hispanic or Latina,4,4
183,Dead Lead,Dead lead,2.0,,Employed part-time (under 20 hrs),$15K-$25K,Married,$100k - $150k,Some College No Degree,,,Would prefer not to answer,2021-04-25 12:08:00,2021,Would prefer not to answer,4,6
184,Dead Lead,Declined Attending,4.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,Bachelor's Degree,,,White,2021-04-25 20:27:00,2021,White,4,6
185,2021 Fall - Tech-Moms UVU,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,White,2021-04-26 09:29:00,2021,White,4,0
186,Dead Lead,Non-responsive,1.0,,Employed almost full-time (up to 35 hrs),$25K-$35K,Separated,$35k - $50k,Bachelor's Degree,,,,2021-04-26 13:13:00,2021,Other,4,0
187,2021 Fall - Tech-Moms UVU,Assigned Cohort,,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,High School Diploma,,,White,2021-04-26 13:36:00,2021,White,4,0
188,Dead Lead,Non-responsive,3.0,,,,Married,$200k - $250k,Associates Degree,,,Would prefer not to answer,2021-04-27 11:47:00,2021,Would prefer not to answer,4,1
189,2021 Fall - Tech-Moms UVU,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",,Married,$100k - $150k,Bachelor's Degree,,,White,2021-04-27 22:15:00,2021,White,4,1
191,2021 Fall - Tech-Moms UVU,Assigned Cohort,1.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,Certificate,,,White,2021-05-02 09:05:00,2021,White,5,6
192,Dead Lead,Non-responsive,3.0,,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Some College No Degree,,,,2021-05-02 22:45:00,2021,Other,5,6
193,Level 2 - Advanced Applicant,Assigned Cohort,,,Employed full-time (35 hrs+),$25K-$35K,Single,$35k - $50k,Bachelor's Degree,,,Hispanic or Latina,2021-05-03 16:58:00,2021,Hispanic or Latina,5,0
194,Dead Lead,Declined Attending,5.0,,Employed full-time (35 hrs+),$15K-$25K,Married,$15k - $25k,Certificate,,,White,2021-05-05 19:58:00,2021,White,5,2
195,Dead Lead,Non-responsive,,,Employed full-time (35 hrs+),$35K-$50K,Married,$100k - $150k,Associates Degree,,,Hispanic or Latina,2021-05-05 23:09:00,2021,Hispanic or Latina,5,2
