contact_id,cohort,applicant_status,children,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,month,weekday,day,has_computer,accepted,quarter,is_weekend,computer_availability_I do not own a laptop,computer_availability_Laptop (Mac),computer_availability_Laptop (PC),computer_availability_Not Specified,employment_simplified_Full-time,employment_simplified_Not Employed,employment_simplified_Not Specified,employment_simplified_Part-time,education_category_Advanced Degree,education_category_Bachelor,education_category_High School,education_category_Some College,income_band_Other,race_simplified_Asian,race_simplified_Black/African American,race_simplified_Hispanic/Latino,race_simplified_Multiracial/Other,race_simplified_Native American/Pacific Islander,race_simplified_White only,children_category_No Children,children_category_One Child,children_category_2-3 Children,children_category_4+ Children,"ethnicity_simplified_""Some other race, ethnicity, or origin""",ethnicity_simplified_American Indian or Alaska Native,"ethnicity_simplified_American Indian or Alaska Native,White",ethnicity_simplified_Asian,ethnicity_simplified_Black or African American,ethnicity_simplified_Hispanic or Latina,"ethnicity_simplified_Hispanic or Latina,White",ethnicity_simplified_Native Hawaiian or Other Pacific Islander,ethnicity_simplified_Other,ethnicity_simplified_White,ethnicity_simplified_Would prefer not to answer
1384,2024 Spring - Online,Assigned Cohort,3.0,Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2023-10-02 15:24:00,2023,10,0,2,1,1,4,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1385,Dead Lead,Non-responsive,3.0,Employed almost full-time (up to 35 hrs),I do not currently work outside the home.,Single,<$15k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2023-10-02 21:00:00,2023,10,0,2,0,0,4,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1386,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$100K+,Married,$250k+,Graduate or Professional Degree,Not Specified,Not Specified,White,2023-10-03 09:29:00,2023,10,1,3,1,0,4,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1387,Applicant,Applied,1.0,Employed part-time (under 20 hrs),<$15K,Single,<$15k,Certificate,Not Specified,Not Specified,White,2023-10-04 08:03:00,2023,10,2,4,0,0,4,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1388,Dead Lead,Non-responsive,0.0,Employed part-time (under 20 hrs),<$15K,Domestic Partnership,$15k - $25k,Associates Degree,checked,Not Specified,White,2023-10-05 01:03:00,2023,10,3,5,1,0,4,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1389,Dead Lead,Declined Attending,2.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2023-10-05 09:40:00,2023,10,3,5,0,0,4,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1390,Applicant,Applied,1.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,Some College No Degree,Not Specified,Not Specified,Black or African American,2023-10-07 23:52:00,2023,10,5,7,1,0,4,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1391,Applicant,Applied,1.0,Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Certificate,Not Specified,Not Specified,White,2023-10-09 18:32:00,2023,10,0,9,0,0,4,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1392,Dead Lead,Declined Attending,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2023-10-09 18:40:00,2023,10,0,9,0,0,4,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1393,Dead Lead,Dead lead,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-10-10 10:35:00,2023,10,1,10,1,0,4,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1394,Passed Assessment,Assessment Received,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Would prefer not to answer,2023-10-11 08:08:00,2023,10,2,11,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1395,Waitlist - Salt Lake,Waitlist,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$100k - $150k,Associates Degree,Not Specified,Not Specified,White,2023-10-11 16:03:00,2023,10,2,11,1,0,4,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1396,Applicant,Applied,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2023-10-13 13:13:00,2023,10,4,13,0,0,4,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1397,Dead Lead,Non-responsive,5.0,"No, currently not employed outside the home",<$15K,Single,<$15k,High School Diploma,Not Specified,Not Specified,White,2023-10-14 15:57:00,2023,10,5,14,1,0,4,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1398,Applicant,Applied,1.0,Employed full-time (35 hrs+),$35K-$50K,Separated,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2023-10-14 22:02:00,2023,10,5,14,1,0,4,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1399,Applicant,Applied,1.0,Employed almost full-time (up to 35 hrs),$100K+,Single,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,Black or African American,2023-10-15 13:05:00,2023,10,6,15,1,0,4,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1400,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),<$15K,Separated,<$15k,High School Diploma,Not Specified,Not Specified,Black or African American,2023-10-17 05:20:00,2023,10,1,17,1,0,4,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1401,"Waitlist - Ogden,Waitlist - Online",Waitlist,2.0,"No, currently not employed outside the home",$15K-$25K,Divorced,$15k - $25k,Bachelor's Degree,Not Specified,checked,White,2023-10-18 12:48:00,2023,10,2,18,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1402,Dead Lead,Non-responsive,5.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2023-10-20 16:49:00,2023,10,4,20,0,0,4,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1403,2024 Spring - Online,Assigned Cohort,4.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,American Indian or Alaska Native,2023-10-20 18:51:00,2023,10,4,20,1,1,4,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1404,Dead Lead,Dead lead,2.0,Employed part-time (under 20 hrs),<$15K,Married,$25k - $35k,Graduate or Professional Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-10-21 07:16:00,2023,10,5,21,1,0,4,1,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1405,Dead Lead,Non-responsive,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2023-10-22 01:18:00,2023,10,6,22,0,0,4,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1406,Waitlist - Online,Waitlist,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-10-24 08:09:00,2023,10,1,24,1,0,4,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1407,Dead Lead,Dead lead,4.0,Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Certificate,Not Specified,Not Specified,White,2023-10-24 16:05:00,2023,10,1,24,1,0,4,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1408,Dead Lead,Dead lead,2.0,"No, currently not employed outside the home",$15K-$25K,Single,<$15k,High School Diploma,Not Specified,Not Specified,White,2023-10-25 06:44:00,2023,10,2,25,0,0,4,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1409,Dead Lead,Declined Attending,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2023-10-25 20:13:00,2023,10,2,25,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1410,Applicant,Applied,2.0,"No, currently not employed outside the home",$75K-$100K,Separated,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,White,2023-10-27 10:58:00,2023,10,4,27,1,0,4,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1411,2024 Spring - Online,Assigned Cohort,7.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Some College No Degree,Not Specified,Not Specified,White,2023-10-31 14:15:00,2023,10,1,31,1,1,4,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1412,Waitlist - Online,Waitlist,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-11-01 07:59:00,2023,11,2,1,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1413,Applicant,Applied,1.0,"No, currently not employed outside the home",$50K-$75K,Married,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-11-02 06:45:00,2023,11,3,2,1,0,4,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1414,Waitlist - Online,Waitlist,1.0,Employed part-time (under 20 hrs),$15K-$25K,Single,$35k - $50k,Some College No Degree,Not Specified,Not Specified,Black or African American,2023-11-02 21:50:00,2023,11,3,2,1,0,4,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1415,Applicant,Applied,3.0,"No, currently not employed outside the home",$100K+,Married,$150k - $200k,Bachelor's Degree,Not Specified,Not Specified,White,2023-11-04 06:25:00,2023,11,5,4,1,0,4,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1416,2024 Spring - Online,Assigned Cohort,0.0,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,White,2023-11-05 12:38:00,2023,11,6,5,1,1,4,1,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1417,2024 Spring - Online,Assigned Cohort,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Certificate,Not Specified,Not Specified,"Black or African American,Native Hawaiian or Other Pacific Islander",2023-11-05 14:42:00,2023,11,6,5,1,1,4,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1418,Applicant,Applied,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2023-11-06 09:37:00,2023,11,0,6,0,0,4,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1419,Dead Lead,Dead lead,1.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Associates Degree,Not Specified,Not Specified,Black or African American,2023-11-06 13:39:00,2023,11,0,6,0,0,4,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1420,Applicant,Applied,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,"Native Hawaiian or Other Pacific Islander,White",2023-11-06 18:17:00,2023,11,0,6,1,0,4,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1421,Applicant,Applied,0.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Domestic Partnership,$15k - $25k,High School Diploma,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-11-06 22:54:00,2023,11,0,6,1,0,4,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1422,Applicant,Applied,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2023-11-08 18:34:00,2023,11,2,8,1,0,4,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1423,Applicant,Applied,1.0,Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Bachelor's Degree,Not Specified,Not Specified,White,2023-11-08 21:17:00,2023,11,2,8,1,0,4,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1424,Applicant,Applied,3.0,Employed full-time (35 hrs+),$15K-$25K,Single,$25k - $35k,High School Diploma,Not Specified,Not Specified,"Native Hawaiian or Other Pacific Islander,Hispanic or Latina",2023-11-08 23:56:00,2023,11,2,8,0,0,4,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1425,Applicant,Applied,2.0,"No, currently not employed outside the home",$35K-$50K,Separated,$35k - $50k,Graduate or Professional Degree,Not Specified,Not Specified,White,2023-11-09 11:56:00,2023,11,3,9,1,0,4,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1426,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,Not Specified,Not Specified,White,2023-11-09 15:18:00,2023,11,3,9,1,0,4,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1427,Dead Lead,Dead lead,2.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$35k - $50k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2023-11-10 13:05:00,2023,11,4,10,0,0,4,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1428,Applicant,Applied,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2023-11-10 13:40:00,2023,11,4,10,1,0,4,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1429,Applicant,Applied,2.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2023-11-10 20:21:00,2023,11,4,10,0,0,4,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1431,Applicant,Applied,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-11-12 09:53:00,2023,11,6,12,1,0,4,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1432,Applicant,Applied,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,Not Specified,Not Specified,"Black or African American,American Indian or Alaska Native",2023-11-12 13:35:00,2023,11,6,12,0,0,4,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1433,Dead Lead,Dead lead,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Other,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,Would prefer not to answer,2023-11-13 14:31:00,2023,11,0,13,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1435,Waitlist - Salt Lake,Deferred Application,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,checked,Not Specified,"Native Hawaiian or Other Pacific Islander,Black or African American",2023-11-13 21:43:00,2023,11,0,13,1,0,4,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1436,Dead Lead,Non-responsive,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2023-11-14 19:46:00,2023,11,1,14,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1437,Applicant,Applied,2.0,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Associates Degree,Not Specified,Not Specified,White,2023-11-15 06:52:00,2023,11,2,15,1,0,4,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1438,Waitlist - Lehi,Waitlist,1.0,Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$50k - $75k,Associates Degree,Not Specified,Not Specified,Hispanic or Latina,2023-11-15 13:49:00,2023,11,2,15,0,0,4,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1439,2024 Spring - Online,Assigned Cohort,2.0,Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,checked,White,2023-11-15 15:24:00,2023,11,2,15,1,1,4,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1440,Applicant,Applied,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,"White,American Indian or Alaska Native,""Some other race, ethnicity, or origin""",2023-11-16 09:26:00,2023,11,3,16,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1441,Dead Lead,Declined Attending,3.0,Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2023-11-16 12:44:00,2023,11,3,16,1,0,4,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1442,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$15k - $25k,Some College No Degree,Not Specified,Not Specified,White,2023-11-16 21:03:00,2023,11,3,16,0,0,4,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1443,Applicant,Applied,1.0,Employed full-time (35 hrs+),$75K-$100K,Married,$150k - $200k,Doctoral Degree,Not Specified,Not Specified,White,2023-11-16 22:19:00,2023,11,3,16,1,0,4,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1444,Applicant,Applied,1.0,Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2023-11-17 10:29:00,2023,11,4,17,1,0,4,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1445,Applicant,Applied,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,Bachelor's Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2023-11-17 21:12:00,2023,11,4,17,1,0,4,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1446,Dead Lead,Declined Attending,1.0,Employed full-time (35 hrs+),<$15K,Single,$35k - $50k,High School Diploma,Not Specified,Not Specified,Black or African American,2023-11-18 10:19:00,2023,11,5,18,1,0,4,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1447,"Waitlist - Lehi,Waitlist - Salt Lake",Waitlist,2.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,High School Diploma,Not Specified,Not Specified,Black or African American,2023-11-18 18:38:00,2023,11,5,18,1,0,4,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1448,2024 Spring - Online,Assigned Cohort,3.0,Employed part-time (under 20 hrs),$35K-$50K,Divorced,$35k - $50k,Associates Degree,Not Specified,Not Specified,White,2023-11-18 22:28:00,2023,11,5,18,1,1,4,1,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1449,Applicant,Applied,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,White,2023-11-18 22:54:00,2023,11,5,18,1,0,4,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1450,Applicant,Applied,8.0,Employed part-time (under 20 hrs),$15K-$25K,Other,$25k - $35k,High School Diploma,Not Specified,Not Specified,White,2023-11-18 23:47:00,2023,11,5,18,0,0,4,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1451,Applicant,Applied,3.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Separated,$25k - $35k,Some College No Degree,Not Specified,Not Specified,Black or African American,2023-11-19 00:55:00,2023,11,6,19,0,0,4,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1452,Applicant,Applied,2.0,Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,Some College No Degree,Not Specified,Not Specified,Black or African American,2023-11-19 02:00:00,2023,11,6,19,0,0,4,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1453,Passed Assessment,Assessment Received,3.0,"No, currently not employed outside the home",$25K-$35K,Other,$25k - $35k,Some College No Degree,Not Specified,Not Specified,Would prefer not to answer,2023-11-19 03:31:00,2023,11,6,19,1,0,4,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1454,Dead Lead,Declined Attending,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$25k - $35k,High School Diploma,Not Specified,Not Specified,White,2023-11-19 05:31:00,2023,11,6,19,1,0,4,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1455,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),<$15K,Single,<$15k,High School Diploma,Not Specified,Not Specified,White,2023-11-19 06:26:00,2023,11,6,19,1,0,4,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1456,Passed Assessment,Assessment Received,0.0,Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2023-11-19 08:31:00,2023,11,6,19,1,0,4,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1457,Applicant,Applied,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Domestic Partnership,$25k - $35k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2023-11-19 08:33:00,2023,11,6,19,1,0,4,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1458,Applicant,Applied,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2023-11-19 09:21:00,2023,11,6,19,0,0,4,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1459,Applicant,Applied,7.0,Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,Associates Degree,Not Specified,Not Specified,White,2023-11-19 10:00:00,2023,11,6,19,1,0,4,1,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
